"Date","Ship","Tons","Nationality","U.Boat","Commander","Fate","Latitude","Longitude"
1943-02-03,"Dorchester",5649,"USA","U-223","Karl-Jürg Wächter","Sunk",-48.7,59.3666666666667
1943-02-03,"Rhexenor",7957,"UK","U-217","Kurt Reichenbach-Klinke","Sunk",-43.6166666666667,24.9833333333333
1943-02-03,"Cordelia",8190,"UK","U-632","Hans Karpf","Sunk",-22.9666666666667,56.6166666666667
1943-02-03,"Inverilen",9456,"UK","U-456","Max-Martin Teichert","Sunk",-23.5,56.5833333333333
1942-05-09,"Greylock",7460,"USA","U-588","Victor Vogel","Damaged",NA,NA
1943-02-03,"Greylock",7460,"USA","U-255","Reinhart Reche","Sunk",-0.35,70.8666666666667
1943-02-05,"Henrik",1350,"Norway","U-617","Albrecht Brandi","Sunk",24.7666666666667,32.1833333333333
1943-02-05,"Corona",3264,"Norway","U-617","Albrecht Brandi","Sunk",24.7666666666667,32.1833333333333
1943-02-05,"West Portal",5376,"USA","U-413","Gustav Poel","Sunk",-33,53
1943-02-06,"Zagloba",2864,"Poland","U-262","Rudolf Heinz Franke","Sunk",-27.4166666666667,54.75
1943-02-06,"Polyktor",4077,"Greece","U-266","Ralf von Jessen","Sunk",-33.0666666666667,53.0666666666667
1943-02-08,"HMS LCT-2335",291,"UK","U-608","Rolf Struckmeier","Sunk",-26.2,55.4166666666667
1943-02-07,"HMS LCI(L)-162",246,"UK","U-596","Gunter Jahn","Sunk",0.3,36.35
1943-02-07,"Toward",1571,"UK","U-402","Siegfried Freiherr von Forstner","Sunk",-26.3666666666667,55.2166666666667
1943-02-07,"Baltonia",2013,"UK","U-118","Werner Czygan","Sunk",-5.98333333333333,35.9666666666667
1943-02-07,"Kalliopi",4965,"Greece","U-402","Siegfried Freiherr von Forstner","Sunk",-26.1333333333333,55.45
1943-02-07,"Mary Slessor",5027,"UK","U-118","Werner Czygan","Sunk",-5.98333333333333,35.9666666666667
1943-02-07,"Harmala",5730,"UK","U-614","Wolfgang Sträter","Sunk",-26.6166666666667,55.2333333333333
1943-02-07,"Henry R. Mallory",6063,"USA","U-402","Siegfried Freiherr von Forstner","Sunk",-26.4833333333333,55.3
1943-02-07,"Robert E. Hopkins",6625,"USA","U-402","Siegfried Freiherr von Forstner","Sunk",-26.3666666666667,55.2166666666667
1943-02-07,"Empire Banner",6699,"UK","U-77","Otto Hartmann","Sunk",1.53333333333333,36.8
1943-02-07,"Empire Mordred",7024,"UK","U-118","Werner Czygan","Sunk",-5.98333333333333,35.9666666666667
1943-02-07,"Empire Webster",7043,"UK","U-77","Otto Hartmann","Sunk",1.61666666666667,36.7833333333333
1943-02-07,"Afrika",8597,"UK","U-402","Siegfried Freiherr von Forstner","Sunk",-26.5166666666667,55.2666666666667
1943-02-08,"HMS Bredon (T 223)",750,"UK","U-521","Klaus Heinrich Bargsten","Sunk",-14.0833333333333,29.8166666666667
1943-02-08,"Newton Ash",4625,"UK","U-402","Siegfried Freiherr von Forstner","Sunk",-22.4333333333333,56.4166666666667
1943-02-08,"Roger B. Taney",7191,"USA","U-160","Georg Lassen","Sunk",-7.75,-22
1942-09-12,"Daghild",9272,"Norway","U-404","Otto von Bülow","Damaged",NA,NA
1943-02-07,"Daghild",9272,"Norway","U-402","Siegfried Freiherr von Forstner","Damaged",NA,NA
1943-02-08,"Daghild",9272,"Norway","U-608","Rolf Struckmeier","Sunk",-26.2,55.4166666666667
1943-02-10,"Duero",2008,"Spain","U-118","Werner Czygan","Damaged",-5.83333333333333,35.9166666666667
1943-02-10,"Queen Anne",4937,"UK","U-509","Werner Witte","Sunk",19.85,-34.8833333333333
1943-02-10,"Saroena",6671,"Netherlands","U-81","Johann-Otto Krieg","Damaged",35.15,33.7833333333333
1943-02-11,"Husni",107,"Lebanon","U-81","Johann-Otto Krieg","Sunk",34.5833333333333,35.0333333333333
1943-02-11,"Al Kasbanah",110,"Egypt","U-81","Johann-Otto Krieg","Sunk",34.5833333333333,35.0333333333333
1943-02-11,"Dolphin",135,"Palestine","U-81","Johann-Otto Krieg","Sunk",34.5833333333333,35.0333333333333
1943-02-11,"Helmspey",4764,"UK","U-516","Gerhard Wiebe","Sunk",24.9,-34.3666666666667
1942-03-21,"Atlantic Sun",11355,"USA","U-124","Johann Mohr","Damaged",NA,NA
1943-02-15,"Atlantic Sun",11355,"USA","U-607","Ernst Mengersen","Sunk",-41,51
1943-02-17,"Llanashe",4836,"UK","U-182","Asmus Nicolai Clausen","Sunk",28.5,-34
1943-02-17,"Deer Lodge",6187,"USA","U-516","Gerhard Wiebe","Sunk",26.95,-33.7666666666667
1943-02-18,"Brasiloide",6075,"Brazil","U-518","Friedrich-Wilhelm Wissmann","Sunk",-37.55,-12.7833333333333
1943-02-19,"Zeus",5961,"Greece","U-403","Heinz-Ehlert Clausen","Sunk",-44.8333333333333,49.4666666666667
1943-02-20,"Radhurst",3454,"UK","U-525","Hans-Joachim Drewitz","Sunk",-41.8333333333333,49.8333333333333
1943-02-21,"Rosario",4659,"USA","U-664","Adolf Graef","Sunk",-24.6333333333333,50.5
1943-02-21,"Stigstad",5964,"Norway","U-332","Eberhard Hüttemann","Damaged",NA,NA
1943-02-21,"Stigstad",5964,"Norway","U-603","Hans-Joachim Bertelsmann","Sunk",-29.1333333333333,49.4333333333333
1943-02-21,"H.H. Rogers",8807,"Panama","U-664","Adolf Graef","Sunk",-24.6333333333333,50.5
1943-02-21,"Empire Trader",9990,"UK","U-92","Adolf Oelrich","Sunk",-30.1666666666667,48.4166666666667
1943-02-22,"HMCS Weyburn (K 173)",925,"Canada","U-118","Werner Czygan","Sunk",-6.03333333333333,35.7666666666667
1943-02-22,"Chattanooga City",5687,"USA","U-606","Hans-Heinrich Döhler","Sunk",-34.5333333333333,46.8833333333333
1943-02-22,"Empire Redshank",6615,"UK","U-606","Hans-Heinrich Döhler","Sunk",-34.5333333333333,46.8833333333333
1943-02-22,"Roxburgh Castle",7801,"UK","U-107","Harald Gelhaus","Sunk",-26.3666666666667,38.2
1943-02-22,"N.T. Nielsen-Alonso",9348,"Norway","U-92","Adolf Oelrich","Damaged",NA,NA
1943-02-22,"N.T. Nielsen-Alonso",9348,"Norway","U-753","Alfred Manhardt von Mannstein","Sunk",-31.4,48
1943-02-22,"Thorsholm",9937,"Norway","U-118","Werner Czygan","Damaged",NA,NA
1943-02-23,"Kyleclare",700,"Ireland","U-456","Max-Martin Teichert","Sunk",-13.3333333333333,48.8333333333333
1943-02-23,"Stockport",1683,"UK","U-604","Horst Höltring","Sunk",-34.1666666666667,47.3666666666667
1943-02-23,"Fintra",2089,"UK","U-371","Waldemar Mehl","Sunk",3.68333333333333,36.95
1943-02-22,"Expositor",4959,"USA","U-606","Hans-Heinrich Döhler","Damaged",NA,NA
1943-02-23,"Expositor",4959,"USA","U-303","Karl-Franz Heine","Sunk",-34.5333333333333,46.8833333333333
1943-02-23,"Hastings",5401,"USA","U-186","Siegfried Hesemann","Sunk",-36.3833333333333,46.5
1943-02-23,"Eulima",6207,"UK","U-186","Siegfried Hesemann","Sunk",-36.3,46.8
1943-02-23,"Glittre",6409,"Norway","U-628","Heinrich Hasenschar","Damaged",NA,NA
1943-02-23,"Glittre",6409,"Norway","U-603","Hans-Joachim Bertelsmann","Sunk",-36.3333333333333,47
1943-02-23,"Winkler",6907,"Panama","U-628","Heinrich Hasenschar","Damaged",NA,NA
1943-02-23,"Winkler",6907,"Panama","U-223","Karl-Jürg Wächter","Sunk",-36.3,46.8
1942-04-08,"Esso Baton Rouge",7989,"USA","U-123","Reinhard Hardegen","Damaged",NA,NA
1943-02-23,"Esso Baton Rouge",7989,"USA","U-202","Günter Poser","Sunk",-27.3666666666667,31.25
1943-02-23,"Murena",8252,"Netherlands","U-202","Günter Poser","Damaged",-27.5,31.1666666666667
1943-02-23,"British Fortitude",8482,"UK","U-202","Günter Poser","Damaged",-27.5,31.1666666666667
1943-02-23,"Athelprincess",8882,"UK","U-522","Herbert Schneider","Sunk",-24.6333333333333,32.0333333333333
1943-02-23,"Empire Norseman",9811,"UK","U-382","Herbert Juli","Damaged",NA,NA
1943-02-23,"Empire Norseman",9811,"UK","U-202","Günter Poser","Damaged",NA,NA
1943-02-23,"Empire Norseman",9811,"UK","U-558","Günther Krech","Sunk",-27.3333333333333,31.3
1943-02-24,"Ingria",4391,"Norway","U-600","Bernhard Zurmühlen","Damaged",NA,NA
1943-02-24,"Ingria",4391,"Norway","U-628","Heinrich Hasenschar","Sunk",-39.2833333333333,45.2
1943-02-24,"Nathanael Greene",7176,"USA","U-565","Wilhelm Franken","Damaged",0.0833333333333333,35.9333333333333
1943-02-24,"Jonathan Sturges",7176,"USA","U-707","Günter Gretschel","Sunk",-38.1833333333333,46.25
1943-02-24,"Madoera",9382,"Netherlands","U-653","Gerhard Feiler","Damaged",-39.3333333333333,46.0333333333333
1943-02-25,"Manchester Merchant",7264,"UK","U-628","Heinrich Hasenschar","Sunk",-43.3833333333333,45.1666666666667
1943-02-27,"St. Margaret",4312,"UK","U-66","Friedrich Markworth","Sunk",-43.3833333333333,27.6333333333333
1943-02-27,"Seminole",10389,"UK","U-565","Wilhelm Franken","Damaged",-2.55,35.55
1943-02-27,"Colombia",10782,"Netherlands","U-516","Gerhard Wiebe","Sunk",27.4833333333333,-33.6
1943-02-28,"RPT-1",35,"USSR","U-405","Rolf-Heinrich Hopman","Sunk",-34.7166666666667,59.8166666666667
1943-02-28,"RPT-3",35,"USSR","U-405","Rolf-Heinrich Hopman","Sunk",-34.7166666666667,59.8166666666667
1943-02-28,"Daniel Carroll",7176,"USA","U-371","Waldemar Mehl","Damaged",3.96666666666667,37.05
1943-02-28,"Wade Hampton",7176,"USA","U-405","Rolf-Heinrich Hopman","Sunk",-34.7166666666667,59.8166666666667
1943-03-01,"Fitz-John Porter",7176,"USA","U-518","Friedrich-Wilhelm Wissmann","Sunk",-36.9333333333333,-12.4
1943-03-02,"Meriwether Lewis",7176,"USA","U-634","Eberhard Dahlhaus","Sunk",-28.4166666666667,62.1666666666667
1943-03-03,"Doggerbank",5154,"Germany","U-43","Hans-Joachim Schwantke","Sunk",-34.1666666666667,29.1666666666667
1943-03-03,"Nirpura",5961,"UK","U-160","Georg Lassen","Sunk",30.8,-32.7833333333333
1943-03-03,"Harvey W. Scott",7176,"USA","U-160","Georg Lassen","Sunk",30.6166666666667,-31.9
1941-06-27,"Tibia",10356,"Netherlands","U-79","Wolfgang Kaufmann","Damaged",NA,NA
1943-03-03,"Tibia",10356,"Netherlands","U-160","Georg Lassen","Damaged",30.35,-32
1943-03-04,"Sheaf Crown",4868,"UK","U-160","Georg Lassen","Damaged",31.1833333333333,-31.8166666666667
1943-03-04,"Empire Mahseer",5087,"UK","U-160","Georg Lassen","Sunk",30.8,-32.0166666666667
1943-03-04,"Marietta E.",7628,"UK","U-160","Georg Lassen","Sunk",31.1833333333333,-31.8166666666667
1943-03-04,"City of Pretoria",8049,"UK","U-172","Carl Emmermann","Sunk",-36.7666666666667,42.65
1943-03-04,"California Star",8300,"UK","U-515","Werner Henke","Sunk",-37.3333333333333,42.5333333333333
1943-03-05,"Fidra",1574,"UK","U-130","Siegfried Keller","Sunk",-14.7666666666667,43.8333333333333
1943-03-05,"Empire Tower",4378,"UK","U-130","Siegfried Keller","Sunk",-14.7666666666667,43.8333333333333
1943-03-05,"Ger-y-Bryn",5108,"UK","U-130","Siegfried Keller","Sunk",-14.7666666666667,43.8333333333333
1943-03-05,"Trefusis",5299,"UK","U-130","Siegfried Keller","Sunk",-14.7666666666667,43.8333333333333
1943-03-06,"Thorstrand",3041,"Norway","U-172","Carl Emmermann","Sunk",-42.9833333333333,41.3833333333333
1943-03-06,"Fort Battle River",7133,"UK","U-410","Horst-Arno Fenski","Sunk",-10.3666666666667,36.55
1943-03-06,"Fort Paskoyac",7134,"UK","U-410","Horst-Arno Fenski","Damaged",-10.2833333333333,36.45
1943-03-07,"Egyptian",2868,"UK","U-230","Paul Siegmann","Sunk",-37.6333333333333,56.4166666666667
1943-03-07,"Jamaica",3015,"Norway","U-221","Hans-Hartwig Trojer","Sunk",-23.5,48
1943-03-07,"Sabor",5212,"UK","U-506","Erich Würdemann","Sunk",23.1666666666667,-34.5
1943-03-07,"Empire Impala",6116,"UK","U-591","Hans-Jürgen Zetzsche","Sunk",-36,57
1943-03-08,"HMS LCT-2480",291,"UK","U-527","Herbert Uhlig","Sunk",-31,58.5
1943-03-08,"Leadgate",2125,"UK","U-642","Herbert Brünning","Sunk",-27.6,57.65
1943-03-08,"Guido",3921,"UK","U-633","Bernhard Müller","Sunk",-32.3333333333333,58.1333333333333
1943-03-08,"Fort Lamy",5242,"UK","U-527","Herbert Uhlig","Sunk",-31,58.5
1943-03-08,"Vojvoda Putnik",5879,"Yugoslavia","U-591","Hans-Jürgen Zetzsche","Sunk",-31.4166666666667,58.7
1943-03-08,"Empire Lakeland",7015,"UK","U-190","Max Wintermeyer","Sunk",-28.2,58.05
1943-03-08,"James B. Stephens",7176,"USA","U-160","Georg Lassen","Sunk",33.3,-28.8833333333333
1943-03-09,"Empire Standard",7047,"UK","U-596","Gunter Jahn","Damaged",1.15,36.85
1943-03-09,"Fort Norman",7133,"UK","U-596","Gunter Jahn","Damaged",1.15,36.85
1943-03-09,"HMS LCT-2341",291,"UK","U-405","Rolf-Heinrich Hopman","Sunk",-21.95,58.75
1943-03-09,"Milos",3058,"Sweden","U-530","Kurt Lange","Sunk",-24,58
1943-03-09,"Malantic",3837,"USA","U-409","Hanns-Ferdinand Massmann","Sunk",-22.5333333333333,58.6166666666667
1943-03-09,"Kelvinbank",3872,"UK","U-510","Karl Neitzel","Sunk",-52.1833333333333,7.4
1943-03-09,"Bonneville",4665,"Norway","U-405","Rolf-Heinrich Hopman","Sunk",-21.95,58.75
1943-03-09,"Tabor",4768,"Norway","U-506","Erich Würdemann","Sunk",23.25,-37.5
1943-03-09,"Rosewood",5989,"UK","U-409","Hanns-Ferdinand Massmann","Sunk",-22.5333333333333,58.6166666666667
1943-03-09,"Puerto Rican",6076,"USA","U-586","Dietrich von der Esch","Sunk",-10.6833333333333,66.7333333333333
1943-03-09,"George G. Meade",7176,"USA","U-510","Karl Neitzel","Damaged",-52.5,7.18333333333333
1943-03-09,"Tabitha Brown",7176,"USA","U-510","Karl Neitzel","Damaged",-52.5,7.18333333333333
1943-03-09,"Mark Hanna",7176,"USA","U-510","Karl Neitzel","Damaged",-52.1166666666667,7.66666666666667
1943-03-09,"James K. Polk",7177,"USA","U-510","Karl Neitzel","Total.Loss",-52.1166666666667,7.66666666666667
1943-03-09,"Joseph Rodman Drake",7181,"USA","U-510","Karl Neitzel","Damaged",-52.5,7.18333333333333
1943-03-09,"James Smith",7181,"USA","U-510","Karl Neitzel","Damaged",-52.1166666666667,7.66666666666667
1943-03-09,"Thomas Ruffin",7191,"USA","U-510","Karl Neitzel","Total.Loss",-52.1166666666667,7.66666666666667
1943-03-10,"Coulmore",3670,"UK","U-229","Robert Schetelig","Damaged",-22,58.8
1943-03-10,"Nailsea Court",4946,"UK","U-229","Robert Schetelig","Sunk",-21.95,58.75
1943-03-10,"Tucurinca",5412,"UK","U-221","Hans-Hartwig Trojer","Sunk",-30.1666666666667,51
1943-03-10,"Virginia Sinclair",6151,"USA","U-185","August Maus","Sunk",-74.0666666666667,20.1833333333333
1943-03-10,"Andrea F. Luckenbach",6565,"USA","U-221","Hans-Hartwig Trojer","Sunk",-29.4833333333333,51.3333333333333
1943-03-10,"Richard D. Spaight",7177,"USA","U-182","Asmus Nicolai Clausen","Sunk",35.4666666666667,-27.65
1943-03-10,"James Sprunt",7177,"USA","U-185","August Maus","Sunk",-74.6333333333333,19.8166666666667
1943-03-10,"Richard Bland",7191,"USA","U-255","Reinhart Reche","Total.Loss",-14.1666666666667,66.8833333333333
1943-03-10,"Lawton B. Evans",7197,"USA","U-221","Hans-Hartwig Trojer","Damaged",-29.4166666666667,51.3333333333333
1943-03-11,"HMS LCT-2398",291,"UK","U-757","Friedrich Deetz","Sunk",-28.5,51.5833333333333
1943-03-11,"HMS Harvester (H 19)",1340,"UK","U-432","Hermann Eckhardt","Sunk",-28.6666666666667,51.3833333333333
1943-03-11,"Olancho",2493,"Honduras","U-183","Heinrich Schäfer","Sunk",-85.2333333333333,22.1333333333333
1943-03-10,"Baron Kinnaird",3355,"UK","U-621","Max Kruschka","Sunk",-40,53
1941-05-10,"Aelybryn",4986,"UK","U-556","Herbert Wohlfarth","Damaged",NA,NA
1943-03-11,"Aelybryn",4986,"UK","U-160","Georg Lassen","Sunk",34.0833333333333,-29.1333333333333
1943-03-11,"Brant County",5001,"Norway","U-86","Walter Schug","Sunk",-27.5833333333333,52.0833333333333
1943-03-11,"Jamaica Producer",5464,"UK","U-590","Heinrich Müller-Edzards","Damaged",-29.3,51.2333333333333
1943-03-11,"William C. Gorgas",7197,"USA","U-757","Friedrich Deetz","Sunk",-28.5,51.5833333333333
1943-03-07,"Empire Light",6537,"UK","U-638","Hinrich-Oscar Bernbeck","Damaged",NA,NA
1943-03-12,"Empire Light",6537,"UK","U-468","Klemens Schamong","Sunk",-46.2333333333333,53.95
1943-03-12,"Thomas Hooker",7176,"USA","U-653","Gerhard Feiler","Sunk",-43,53
1943-03-13,"Oporto",2352,"UK","U-107","Harald Gelhaus","Sunk",-13.5166666666667,42.75
1943-03-13,"Ceres",2680,"Netherlands","U-68","Albert Lauzemis","Sunk",-71.7666666666667,14.8333333333333
1943-03-13,"Marcella",4592,"UK","U-107","Harald Gelhaus","Sunk",-13.5166666666667,42.75
1943-03-13,"Sembilangan",4990,"Netherlands","U-107","Harald Gelhaus","Sunk",-13.5166666666667,42.75
1943-03-13,"Clan Alpine",5442,"UK","U-107","Harald Gelhaus","Sunk",-13.5166666666667,42.75
1943-03-13,"Keystone",5565,"USA","U-172","Carl Emmermann","Sunk",-37.6666666666667,37.9833333333333
1943-03-13,"Cities Service Missouri",7506,"USA","U-68","Albert Lauzemis","Sunk",-71.7666666666667,14.8333333333333
1943-03-15,"Ocean Seaman",7178,"UK","U-380","Josef Röther","Total.Loss",1.98333333333333,36.9166666666667
1943-03-15,"Wyoming",8062,"France","U-524","Walter von Steinaecker","Sunk",-28.9333333333333,40.3
1943-03-16,"Elin K.",5214,"Norway","U-603","Hans-Joachim Bertelsmann","Sunk",-34.7666666666667,50.6333333333333
1943-03-16,"Hadleigh",5222,"UK","U-77","Otto Hartmann","Total.Loss",-0.5,36.1666666666667
1943-03-16,"Merchant Prince",5229,"UK","U-77","Otto Hartmann","Damaged",-0.5,36.1666666666667
1943-03-16,"Benjamin Harrison",7191,"USA","U-172","Carl Emmermann","Sunk",-24.25,39.15
1943-03-17,"Granville",4071,"Panama","U-338","Manfred Kinzel","Sunk",-30.5833333333333,52.8333333333333
1943-03-17,"Zouave",4256,"UK","U-305","Rudolf Bahr","Sunk",-30.25,52.4166666666667
1943-03-17,"Kingsbury",4898,"UK","U-338","Manfred Kinzel","Sunk",-32.6833333333333,51.9166666666667
1943-03-17,"King Gruffydd",5072,"UK","U-338","Manfred Kinzel","Sunk",-32.6833333333333,51.9166666666667
1943-03-17,"Terkoelei",5158,"Netherlands","U-631","Jürgen Krüger","Sunk",-31.25,51.75
1943-03-17,"IrÃ©nÃ©e Du Pont",6125,"USA","U-600","Bernhard Zurmühlen","Damaged",NA,NA
1943-03-17,"IrÃ©nÃ©e Du Pont",6125,"USA","U-91","Heinz Walkerling","Sunk",-34.7666666666667,50.6333333333333
1943-03-17,"Harry Luckenbach",6366,"USA","U-91","Heinz Walkerling","Sunk",-34.7666666666667,50.6333333333333
1943-03-17,"Zaanland",6813,"Netherlands","U-758","Helmut Manseck","Sunk",-34.7666666666667,50.6333333333333
1943-03-17,"Fort Cedar Lake",7134,"UK","U-338","Manfred Kinzel","Damaged",NA,NA
1943-03-17,"Fort Cedar Lake",7134,"UK","U-665","Hans-Jürgen Haupt","Sunk",-32.25,52.2333333333333
1943-03-17,"James Oglethorpe",7176,"USA","U-758","Helmut Manseck","Sunk",-34.7666666666667,50.6333333333333
1943-03-17,"William Eustis",7196,"USA","U-435","Siegfried Strelow","Sunk",-35.0333333333333,50.1666666666667
1943-03-17,"Coracero",7252,"UK","U-384","Hans-Achim von Rosenberg-Gruszcynski","Sunk",-33.3333333333333,51.0666666666667
1943-03-17,"Alderamin",7886,"Netherlands","U-338","Manfred Kinzel","Sunk",-32.25,52.2333333333333
1943-03-17,"Nariva",8714,"UK","U-600","Bernhard Zurmühlen","Damaged",NA,NA
1943-03-17,"Nariva",8714,"UK","U-91","Heinz Walkerling","Sunk",-35.0333333333333,50.5666666666667
1943-03-17,"Port Auckland",8789,"UK","U-305","Rudolf Bahr","Sunk",-30.25,52.4166666666667
1943-03-17,"Southern Princess",12156,"UK","U-600","Bernhard Zurmühlen","Sunk",-34.5,50.6
1943-03-18,"Dafila",1940,"UK","U-593","Gerd Kelbling","Sunk",22.35,32.9833333333333
1943-03-18,"Kaying",2626,"UK","U-593","Gerd Kelbling","Sunk",22.35,32.9833333333333
1943-03-18,"Clarissa Radcliffe",5754,"UK","U-663","Heinrich Schmid","Sunk",-27.25,52.35
1943-03-18,"Walter Q. Gresham",7191,"USA","U-221","Hans-Hartwig Trojer","Sunk",-28.0833333333333,53.5833333333333
1943-03-17,"Molly Pitcher",7200,"USA","U-167","Kurt Sturm","Damaged",NA,NA
1943-03-18,"Molly Pitcher",7200,"USA","U-521","Klaus Heinrich Bargsten","Sunk",-19.9,38.35
1941-07-20,"Canadian Star",8293,"UK","U-126","Ernst Bauer","Damaged",NA,NA
1943-03-18,"Canadian Star",8293,"UK","U-221","Hans-Hartwig Trojer","Sunk",-28.5666666666667,53.4
1943-03-19,"Carras",5234,"Greece","U-666","Herbert Engel","Damaged",NA,NA
1943-03-19,"Carras",5234,"Greece","U-333","Werner Schwaff","Sunk",-24.3166666666667,54.0833333333333
1943-03-19,"Mathew Luckenbach",5848,"USA","U-527","Herbert Uhlig","Damaged",NA,NA
1943-03-19,"Mathew Luckenbach",5848,"USA","U-523","Werner Pietzsch","Sunk",-23.5666666666667,54.3833333333333
1943-03-20,"Mawahab Allah",77,"Syria","U-81","Johann-Otto Krieg","Sunk",34.5333333333333,34.5
1943-03-20,"Bourghieh",244,"Egypt","U-81","Johann-Otto Krieg","Sunk",34.5,32.5333333333333
1943-03-20,"Nortun",3663,"Panama","U-516","Gerhard Wiebe","Sunk",14.3666666666667,-27.5833333333333
1943-03-20,"Mariso",7659,"Netherlands","U-518","Friedrich-Wilhelm Wissmann","Sunk",-37.4166666666667,-13.3333333333333
1943-03-25,"Industria",1688,"Sweden","U-518","Friedrich-Wilhelm Wissmann","Sunk",-35.9166666666667,-11.6666666666667
1943-03-26,"FFL Sergent Gouarne (P 43)",1147,"France","U-755","Walter Göing","Sunk",-2.48333333333333,36.0166666666667
1943-03-26,"City of Perth",6415,"UK","U-77","Otto Hartmann","Total.Loss",-1.68333333333333,35.8333333333333
1943-03-27,"City of Guildford",5157,"UK","U-593","Gerd Kelbling","Sunk",22.8333333333333,33
1943-03-28,"Rousdi",133,"Egypt","U-81","Johann-Otto Krieg","Sunk",34.3833333333333,31.7666666666667
1943-03-28,"Lagosian",5449,"UK","U-167","Kurt Sturm","Sunk",-15.7166666666667,25.6833333333333
1943-03-29,"Moanda",4621,"Belgium","U-172","Carl Emmermann","Sunk",-16.8,24.7333333333333
1943-03-28,"Silverbeech",5319,"UK","U-159","Helmut Friedrich Witte","Sunk",-15.9166666666667,25.5
1943-03-29,"Empire Whale",6159,"UK","U-662","Heinz-Eberhard Müller","Sunk",-16.6333333333333,46.7333333333333
1943-03-29,"Umaria",6852,"UK","U-662","Heinz-Eberhard Müller","Sunk",-16.6333333333333,46.7333333333333
1943-03-29,"Ocean Viceroy",7174,"UK","U-662","Heinz-Eberhard Müller","Damaged",-16.6333333333333,46.7333333333333
1943-03-29,"William Pierce Frye",7176,"USA","U-610","Walter Freiherr von Freyberg-Eisenberg-Allmendingen","Sunk",-24.25,56.95
1943-03-29,"Nagara",8791,"UK","U-404","Otto von Bülow","Sunk",-16.6666666666667,46.8333333333333
1943-03-30,"Empire Bowman",7031,"UK","U-404","Otto von Bülow","Sunk",-15.8833333333333,47.4333333333333
1943-03-30,"Fort a la Corne",7133,"UK","U-596","Gunter Jahn","Sunk",1.78333333333333,36.8666666666667
1943-03-30,"Hallanger",9551,"Norway","U-596","Gunter Jahn","Sunk",1.65,36.9166666666667
1943-03-31,"Kremlâ€™",7661,"USSR","U-24","Clemens Schöler","Damaged",NA,NA
1943-04-02,"Simon Duhamel II",928,"France","U-755","Walter Göing","Sunk",-2.48333333333333,36.0166666666667
1943-04-02,"Lysefjord",1091,"Norway","U-155","Adolf Cornelius Piening","Sunk",-83.4,23.15
1943-04-02,"Katha",4357,"UK","U-124","Johann Mohr","Sunk",-15.65,41.0333333333333
1943-04-02,"Gogra",5190,"UK","U-124","Johann Mohr","Sunk",-15.65,41.0333333333333
1943-04-02,"City of Baroda",7129,"UK","U-509","Werner Witte","Total.Loss",15.35,-27.9333333333333
1943-04-02,"Melbourne Star",12806,"UK","U-129","Hans-Ludwig Witt","Sunk",-57.5,28.0833333333333
1943-04-03,"Gulfstate",6882,"USA","U-155","Adolf Cornelius Piening","Sunk",-80.3,24.4333333333333
1943-04-05,"Vaalaren",3406,"Sweden","U-229","Robert Schetelig","Sunk",-34,58
1943-04-05,"Aloe",5047,"UK","U-182","Asmus Nicolai Clausen","Sunk",37.8333333333333,-32.6166666666667
1943-04-04,"Shillong",5529,"UK","U-635","Heinz Eckelmann","Damaged",NA,NA
1943-04-05,"Shillong",5529,"UK","U-630","Werner Winkler","Sunk",-35.5,57.1666666666667
1943-04-05,"British Ardour",7124,"UK","U-706","Alexander von Zitzewitz","Sunk",-34.0666666666667,58.1333333333333
1943-04-05,"Sunoil",9005,"USA","U-563","Götz von Hartmann","Damaged",NA,NA
1943-04-05,"Sunoil",9005,"USA","U-530","Kurt Lange","Sunk",-34.2333333333333,58.2666666666667
1943-04-04,"Waroonga",9365,"UK","U-635","Heinz Eckelmann","Damaged",NA,NA
1943-04-05,"Waroonga",9365,"UK","U-630","Werner Winkler","Sunk",-35.5,57.1666666666667
1943-04-06,"Blitar",7065,"Netherlands","U-632","Hans Karpf","Sunk",-27.5,57.75
1943-04-06,"John Sevier",7176,"USA","U-185","August Maus","Sunk",-74,20.8166666666667
1943-04-08,"Castillo Montealegre",3972,"Spain","U-123","Horst von Schroeter","Sunk",-16.8333333333333,9.76666666666667
1943-04-09,"Bamako",2357,"France","U-515","Werner Henke","Sunk",-17.25,14.95
1943-04-11,"HMS Beverley (H 64)",1190,"UK","U-188","Siegfried Lüdden","Sunk",-40.4666666666667,52.3166666666667
1943-04-11,"Runo",1858,"UK","U-593","Gerd Kelbling","Sunk",23.9166666666667,32.25
1943-04-11,"Ingerfire",3835,"Norway","U-613","Helmut Köppe","Sunk",-42.9833333333333,51.4833333333333
1943-04-11,"Empire Whimbrel",5983,"UK","U-181","Wolfgang Lüth","Sunk",-15.9166666666667,2.51666666666667
1943-04-11,"Matt W. Ransom",7177,"USA","U-117","Hans-Werner Neumann","Damaged",-7.86666666666667,33.9166666666667
1943-04-11,"Edward B. Dudley",7177,"USA","U-615","Ralph Kapitzky","Sunk",-39,53
1943-04-12,"Lancastrian Prince",1914,"UK","U-404","Otto von Bülow","Sunk",-42.8,50.3
1943-04-12,"Ulysses",2666,"Netherlands","U-563","Götz von Hartmann","Sunk",-30.5,54.5
1943-04-12,"Pacific Grove",7117,"UK","U-563","Götz von Hartmann","Sunk",-30,54.1666666666667
1943-04-11,"James W. Denver",7200,"USA","U-195","Heinz Buchholz","Sunk",-26.5,28.8666666666667
